provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuito;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;BERISSO;Privado;Urbano;19;17;17; ; ; ; ; ;14;9;7;2;16;16;16;8; ;3; ; ; ;1;1; ; ;1;1;1;1; ; ; ;18;4;3;9;2;1;2;17;4;3;3; ;1; ;13;12;10;1;1; ;5; ;10;7; ;8;7;7;1
Buenos Aires;BOLIVAR;Estatal;Rural;40;40;40; ; ; ; ; ;31;24;17;6;25;25;27;22; ;13; ; ; ;1;1; ;1;1;1;1; ; ; ;5;2; ; ;2;5;1; ;6;5;1;1; ;23;7;10;4;4; ; ; ;3; ;8;4; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;40;39;39; ; ; ; ; ;35;23;14;3;31;27;30;19; ;12; ; ; ;13;4; ; ;8;8;2;2; ;2;6;16;4;3;6;7;2;2;21;5;11;5; ;18;7;12;12;8;1; ;3;7; ;26;20; ; ; ; ; 
Buenos Aires;BOLIVAR;Privado;Urbano;7;7;7; ; ; ; ; ;7;7;5;1;7;7;7;4; ;3; ; ; ;1;1;1; ;1;2;5;1; ;3; ;7;4; ;3; ; ; ;7;4;6;5; ; ; ;5;2; ; ;1;1;7; ;6;6; ;2;2;2;1
Buenos Aires;BRAGADO;Estatal;Rural;27;27;26; ; ; ; ;1;23;15;9;5;15;18;18;15; ;9; ; ; ;5;1;1;1;2;3;2;2; ;3;5;4;3;1;5;2; ; ;9;3;4;3; ;16;5;5;13;11; ;1;1;2; ;16;6; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;30;30;30; ; ; ; ; ;30;22;17;8;28;27;29;13; ;12; ; ; ;12;7;2;1;5;7;6;1; ;1;5;21;4;3;16;1;1;2;25;12;10;10; ;15;13;2;25;24; ; ;1;10; ;28;16; ; ; ; ; 
Buenos Aires;BRAGADO;Privado;Urbano;5;4;4; ; ; ; ; ;4;4;4;3;4;4;4;3; ;3; ; ; ;2;2;2;1;2;2;2;2; ;3; ;3; ;1;2; ; ; ;3;2;1;3; ;1; ;3; ; ; ; ; ;3; ;4;3; ;1;1;3; 
Buenos Aires;BRANDSEN;Estatal;Rural;28;22;20; ; ; ; ;3;18;9;8;3;15;13;13;7; ;7; ; ; ;1; ;1; ;1;1;1;1; ; ;3; ; ; ; ;3; ; ;3;2; ;2; ;13;4;4;10;5; ;1;4;1; ;15;3; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;21;21;21; ; ; ; ; ;16;14;9;2;15;10;17;9; ;10; ; ; ;6;2;1;1;3;3;4;2; ;2;7;2;6; ;2;2; ;1;8;5;6;3; ;13;3;5;9;8; ; ;1;3; ;19;14; ; ; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;9;8;8; ; ; ; ; ;8;6;7;2;8;6;8;5; ;3; ; ; ;2; ; ; ;1;1; ;1; ; ; ;8;3;2;5; ; ; ;8;2;1;3; ;1; ;6;6;6; ; ; ;1; ;6;2; ;2;3;2; 
Buenos Aires;CAMPANA;Estatal;Rural;18;18;15; ; ; ; ;3;18;11;6;3;15;18;16;8; ;7; ; ; ;6;2;1;1;4;4;2;2; ;2;4; ; ; ;2;2; ; ;4;1;2;1; ;7;5;5;9;7; ;1;1;5; ;14;12; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;73;73;73; ; ; ; ; ;64;48;23;6;55;48;68;28; ;30; ; ; ;25;13;2;1;15;19;7;3; ;5;14;18;10;4;15;1;2;1;31;10;11;7; ;29;23;19;26;22; ; ;4;14; ;58;38; ; ; ; ; 
Buenos Aires;CAMPANA;Privado;Urbano;37;32;32;2; ; ; ; ;24;29;21;17;30;27;32;17; ;24; ; ; ;4;3; ;1;6;5;5;1; ;4; ;32;8;3;20;1;3;1;31;22;7;21; ; ; ;25;16;9;3;2;2;8; ;16;8;1;4;4;5; 
Buenos Aires;CAÑUELAS;Estatal;Rural;26;25;24;2; ; ; ;1;20;8;6;2;17;14;17;14; ;10; ; ; ;4;2;2;2;2;3;3;2; ;2;6;4; ; ;3;6;1;1;10;3;1;4; ;13;5;5;10;10; ; ; ;2; ;14;4; ; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;50;50;50; ; ; ; ; ;42;24;16;4;36;38;42;22; ;20; ; ; ;8;8;3; ;9;9;9;2; ;2;7;9;4;1;5;4;2;2;15;5;4;2; ;26;12;11;30;25; ; ;5;12; ;40;22; ; ; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;18;15;15; ; ; ; ; ;14;11;8;5;14;13;15;11; ;8; ; ; ; ;1; ; ;1; ;1; ; ;1; ;16;6;4;8;4;2;1;13;13;4;9; ; ; ;14;7;5;1; ;1;7; ;9;4; ;1;1;1; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9;9;8; ; ; ; ;1;7;2;1; ;7;6;7;5; ;3; ; ; ;1; ; ; ;1;1;1;1; ;1;2;3; ; ;2;1;1;1;1;4;1;2; ;6;2;1;4;3; ; ;1; ; ;7;1; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;18;18;18; ; ; ; ; ;15;10;8;6;15;15;16;7; ;10; ; ; ;6;3;1;1;5;7;7;1; ;3;12;4; ;1;13;1;2; ;14;6;9;9; ;8;7;1;13;12; ; ;1;9; ;13;11; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;33;33;33; ; ; ; ; ;27;18;17;4;21;24;24;10; ;13; ; ; ;6;5;4;1;6;6;6;4; ;4;11;9; ;2;7;7;3;1;12;10;4;5; ;16;10;5;13;12; ; ;1;3; ;21;7; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;21;19;19; ; ; ; ; ;14;15;10;5;12;12;17;6; ;10; ; ; ;6;5;4;3;2;3;6;1; ;4;4;12;3;3;9; ;5; ;15;8;11;7; ;14;3;2;13;10; ; ;3;5; ;18;12; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;27;27;27; ; ; ; ; ;23;10;11;2;19;18;17;14; ;9; ; ; ;6;2;1; ;6;5;2;3; ;1;11;1; ;1;4;4;3; ;9;5;2;4; ;10;14;3;13;12;1; ; ;2; ;14;9; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;16;16;16; ; ; ; ; ;15;12;8;3;11;10;14;8; ;7; ; ; ;7;6;2;1;4;5;3;2; ;2;11;3;3;5;3;1;2; ;13;1;5;3; ;10;6; ;13;10; ; ;3;3; ;13;6; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;16;16;16; ; ; ; ; ;10;8;3;1;9;10;10;7; ;3; ; ; ;1;4;2;1;2;2;4;2; ;1; ;5;1; ;1;1; ;2;3;2; ; ; ;11;3;2;2;2; ; ; ;1; ;9;6; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;27;27;27; ; ; ; ; ;20;15;6;3;18;19;18;11; ;13; ; ; ;4;3;1;1;3;5;2;2; ;4;2;8;3; ;2;3;2; ;10;5;3;2; ;14;7;6;11;8;2;1; ;5; ;19;10; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Rural;19;18;15; ;2; ; ;1;16;13;5;6;15;14;15;12; ;5; ; ; ;2;1; ; ;2;1;1;1; ; ;4; ; ; ;3;1; ; ;1;3; ;1; ;14;4;1;1;1; ; ; ; ; ;6;1; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;33;33;33; ; ; ; ; ;26;11;7;5;21;22;21;16; ;9; ; ; ;5;2;1;1;4;5;3;1; ;1;3;2; ;1;2;2; ; ;3;1;1;4; ;11;14;8;4;4; ; ; ;4; ;17;9; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;51;48;48; ; ; ; ; ;39;23;8;9;33;35;34;21; ;20; ; ; ;6;4; ; ;6;5;3;3; ; ;15;16;4;3;24;1;1; ;31;13;7;9; ;24;12;12;19;14; ;1;4;12; ;33;17; ; ; ; ; 
Buenos Aires;CHACABUCO;Privado;Urbano;9;9;9; ; ; ; ; ;7;7;6;4;7;7;6;6; ;2; ; ; ;1; ;2;1;3;3;2;1; ; ; ;6;3; ;3; ; ; ;6;4;2;1; ;2; ;6;2;2; ; ; ;2; ;8;5; ;3;1;2; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;66;65;59;2;5; ; ;1;53;43;25;9;43;41;55;23; ;28; ; ; ;11;12;5;1;10;7;13;5; ;9;23;6;5;2;11;10;2;1;25;8;12;10; ;38;10;12;15;14; ; ;1;12; ;51;20; ; ; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;10;8;8; ; ; ; ; ;8;6;4;3;7;8;8;7; ;3; ; ; ;2;1;1; ;1;2;1;1; ;1; ;8;5; ;2;2; ;1;8;3;2;3; ; ; ;7;2;2; ; ; ;3; ;8;4; ;4;3;3; 
Buenos Aires;CHIVILCOY;Estatal;Rural;37;37;35; ;1; ; ;1;33;14;15;8;21;24;26;20; ;6; ; ; ;11;5;6;5;5;8;6;6; ;3;3;3;1; ;3;1;1;1;4;3;4;2; ;30;3;4;15;10;1; ;4;3; ;27;11; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;59;59;59; ; ; ; ; ;51;41;19;11;47;50;50;23; ;29; ; ; ;27;17;5;5;19;24;15;7; ;9;32;8;11;10;15;4;7;1;40;23;19;17; ;47;7;5;28;21;3; ;4;13; ;52;39; ; ; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;18;16;16; ; ; ; ; ;13;13;12;7;16;14;15;11; ;7; ; ; ;1;2;3;1;1;2;1; ; ;1; ;15;3; ;9;3; ;1;15;8;8;6; ; ; ;15;10;5; ;5; ;10; ;11;8; ;4;4;4;1
Buenos Aires;COLON;Estatal;Rural;11;11;11; ; ; ; ; ;8;5;3; ;7;8;8;4; ;2; ; ; ;1; ; ; ;1;1; ; ; ; ;4;3; ;1;2;2; ;2;6;4;2;1; ; ;8;3;6;5; ; ;1;1; ;8;5; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;21;21;21; ; ; ; ; ;18;15;12;3;17;18;20;12; ;13; ; ; ;10;7;2; ;8;11;7;3; ;5;11;9;3;4;8;1;4;2;20;4;9;9; ;5;13;3;17;16; ; ;1;8; ;19;13; ; ; ; ; 
Buenos Aires;COLON;Privado;Urbano;9;9;9; ; ; ; ; ;9;6;7;1;9;8;8;2; ;4; ; ; ;1; ; ; ;1;1; ;1; ; ;2;6;3; ;4; ;1; ;7; ;1;4; ; ; ;9;6;6; ; ; ;5; ;5;3; ;3;3;3; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;17;15;15; ; ; ; ; ;13;5;3;1;10;13;9;9; ;4; ; ; ;6;1; ; ;3;3;1;1; ;1;5;1;1;1;4;2; ; ;6; ;1; ; ;7;6;2;3;3; ; ; ;1; ;10;5; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;48;46;46;1; ; ; ; ;43;28;20;5;38;40;43;19; ;28; ; ; ;18;9; ;2;12;15;11;1; ;11;30;8;3;4;32;1;2;4;34;11;16;11; ;20;17;9;27;19;1;1;6;12; ;40;28; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;9;9;9; ; ; ; ; ;9;9;5;2;9;9;8;3; ;5; ; ; ;4;4;1; ;4;3;1; ; ;2;2;7;2; ;6;1;2; ;8;1;1;3; ; ; ;9;6;4; ; ;2;7; ;7;3; ;3;3;3; 
