provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuito;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;ALBERTI;Estatal;Rural;17;17;17; ; ; ; ; ;12;13;8;5;10;7;13;8; ;3;1;10;9;2;5;3;2;3;2;5;2; ;1;10;6;1; ;2;10;2;1;9;10;5;5;2;9;5;3;7;6; ; ;1;5;1;13;6; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;9;9;9; ; ; ; ; ;8;9;6;2;6;3;9;7; ;1;1;8;5; ;5;1; ;2;1;1; ; ; ;4;5;4; ;6;1; ;1;9;8;5;6;3;5;3;1;3;3; ; ; ;5;3;6;5; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;242;237;235; ; ; ; ;3;189;185;82;26;102;118;190;67; ;34;13;194;55;67;49;3;5;28;45;19;16; ;9;220;2;46;12;146;17;17;23;215;150;112;85;40;90;66;82;105;91;1; ;13;56;42;207;153; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;175;163;163;9; ; ; ; ;136;119;82;86;116;98;144;82; ;32;6;151;14;27;23;8;7;23;17;23;13; ;7;2;154;72;10;92;7;9;29;154;97;44;81;92;1; ;162;80;47;16;15;2;91;69;97;67;3;48;45;44;1
Buenos Aires;ARRECIFES;Estatal;Rural;16;16;16; ; ; ; ; ;9;7;3;1;7;4;13;8; ;4; ;10;4;2;1;1;1; ;1;2;1; ; ;15;1;2;1;6;3;2;4;12;14;6;6;2;6;6;4;8;7; ; ;1;4;1;9;5; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;29;29;29; ; ; ; ; ;25;21;12;6;17;23;24;15; ;8;2;24;11;14;8;4;2;10;10;6;5; ;4;25;4;6;3;16;2;6;2;26;19;16;14;9;15;10;4;16;16; ; ; ;9;7;23;14; ; ; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;185;176;176; ; ; ; ;2;141;148;90;33;95;86;162;78; ;22;13;158;45;54;53;10;7;36;37;24;26; ;6;144;17;41;4;108;6;21;19;156;107;72;62;44;124;38;14;70;54;3;6;7;63;48;151;113; ; ; ; ; 
Buenos Aires;AVELLANEDA;Privado;Urbano;116;112;112;2; ; ;1; ;94;99;73;68;83;74;102;59; ;22;6;104;31;21;22;7;14;25;24;16;9; ;7;4;108;27;3;86;4;4;17;110;89;39;67;77;1; ;111;47;13;16;16;2;73;63;63;42;10;29;26;29;4
Buenos Aires;AYACUCHO;Estatal;Rural;41;39;29; ;9; ; ;1;21;27;11;7;12;22;28;17; ;1; ;24;8;5;7;3;2;2;5;3;3; ;1;35; ;1; ;6;27;2; ;18;29;7;12;3;19;10;12;7;6; ; ;1;4; ;21;8; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;24;24;23; ;1; ; ; ;23;19;7;4;15;17;22;8; ;1;2;18;9;11;1; ; ;7;8;3;4; ; ;14;7;9; ;8;3;4; ;20;7;6;5;1;13;2;9;14;13;1; ; ;7;4;17;14; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Rural;44;44;30; ;14; ; ; ;25;28;15;8;19;21;31;22; ;3;2;26;15;4;9;4;2;7;7;8;9; ;3;37;1; ; ;11;31;1; ;19;36;9;17;4;13;13;18;9;6; ; ;3;5; ;26;5; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;60;60;60; ;1; ; ; ;44;47;22;13;26;30;50;31; ;8;4;50;21;10;13; ;1;7;6;5;6; ;2;57;1;4;6;36;8;9;4;55;39;23;27;11;33;17;10;27;24;2;1; ;20;14;47;31; ; ; ; ; 
Buenos Aires;AZUL;Privado;Urbano;21;21;21; ; ; ; ; ;13;19;16;5;18;15;19;12; ;3; ;18; ;5;4;1;1;5;5;2;4; ;1;6;15;2;1;14;1;3;4;20;17;11;14;10;2;2;17;9;5;1; ;3;10;7;12;7;1;4;7;7; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6;6;6; ; ; ; ; ;6;6;3;2;1;1;6;5; ;1; ;6;1;1;1;1;1; ; ;1;1; ; ;5; ; ; ;2;2;3; ;3;4;2; ;1;2;2;2;1;1; ; ; ;1;1;4;3; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;196;196;195; ; ; ; ;1;157;173;80;36;117;103;179;111; ;28;9;160;80;67;60;12;12;47;40;32;34; ;8;135;46;23;5;134;15;21;11;176;116;96;61;35;122;29;45;103;81;7;7;8;49;28;172;132; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Privado;Urbano;85;85;85; ; ; ; ; ;75;70;52;52;63;50;81;48; ;15;4;80;12;16;14;6;9;18;13;12;9; ;4;1;82;11;7;64;5;6;15;83;66;38;59;41; ; ;85;46;21;10;14;1;39;37;55;38;10;22;15;19;4
Buenos Aires;BALCARCE;Estatal;Rural;35;34;34; ; ; ; ; ;23;20;16;5;13;11;28;18; ;2; ;22;12;8;8;3;3;4;4;3;5; ; ;32;2; ; ;5;25;4;1;24;32;10;15;4;20;9;6;15;15; ; ; ;5;1;17;8; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;44;44;43; ;1; ; ; ;33;31;20;8;26;25;36;23; ;8;1;32;12;16;9;2;2;5;8;5;4; ;3;37;5;8;1;25;7;5;2;35;27;13;18;7;24;10;10;27;25; ; ;2;11;6;29;20; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5;5;5;1; ; ; ; ;4;3;1;1;3;1;5; ; ; ;1;4;1;1;3; ; ;1;1;1; ; ; ;1;4; ;2;1;2; ; ;4;5;4;5;4; ; ;5;4;1;2;1; ;4;2;5;2;1;2;1;2; 
Buenos Aires;BALCARCE;Privado;Urbano;4;4;4; ; ; ; ; ;4;4;4;2;4;3;4;4; ;2; ;4; ;3;2; ; ;2;2; ;1; ;2; ;4;2; ;3; ; ;1;4;4;3;3;3;1; ;3;4;4; ; ; ;3;2;4;3; ;3;3;1; 
Buenos Aires;BARADERO;Estatal;Rural;26;25;21;4;4;1; ; ;17;19;13;4;14;14;21;14; ;8;3;22;10;7;5;2; ;3;4;4;2; ;2;21;3; ; ;5;15;3;1;19;16;5;8;1;11;5;10;8;8; ; ; ;4;1;13;9; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;39;39;38;1;1; ; ; ;30;27;13;4;14;14;31;16; ;7;2;28;9;5;9;1; ;2;2;5;3; ;1;36;2;6;3;17;9;4;2;33;22;16;14;8;14;11;14;19;17;1; ;1;11;3;29;17; ; ; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;10;10;10; ; ; ; ; ;10;8;8;4;7;7;10;5; ; ; ;9;3;5;4;1; ;3;3;2; ; ; ; ;10;6;2;2; ; ;1;10;8;5;7;4; ; ;10;7;2;2;3; ;3;2;6;6;1;2;2;2; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;14;14;14; ; ; ; ; ;14;10;8;2;8;7;14;7; ; ; ;12;3;4;3;1;1;2;3;1;1; ; ;4;10;1;1;6;3;3;2;14;11;4;4;1;6;5;3;7;7; ; ; ;2; ;9;7; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;16;16;16; ; ; ; ; ;12;16;10;4;11;9;16;11; ;2;2;15;7;6;7;2;2;4;3;3;4; ; ;8;8;1;2;4;3;3;4;16;15;10;9;4;8;7;1;9;8; ; ;1;4;3;14;12; ; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;183;183;182;2;1; ; ;1;161;138;102;35;79;91;175;76; ;25;10;161;35;56;47;15;4;28;41;27;23; ;8;162;10;32;8;98;23;31;22;171;119;105;75;30;99;45;39;89;72;1;1;15;54;31;173;138; ; ; ; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;103;99;99;9; ; ; ; ;85;78;67;66;70;59;93;47; ;20;10;92;23;14;15;8;11;15;11;15;11; ;2;3;92;47;6;61;9;9;26;94;70;36;60;60;2; ;97;33;18;4;9;2;62;54;59;39;3;27;27;26;3
Buenos Aires;BERISSO;Estatal;Urbano;56;56;56; ; ; ; ; ;43;42;17;9;20;26;40;23; ;9;5;41;9;22;8;2;3;11;16;5;8; ;3;51;3;4;4;31;7;12;4;53;34;32;20;13;36;11;9;29;28; ; ;1;18;8;49;35; ; ; ; ; 
Buenos Aires;BERISSO;Privado;Urbano;21;21;21; ; ; ; ; ;16;17;14;8;16;13;21;13; ;4;2;17; ;4;4;2;2;4;3;4;3; ; ; ;21;5; ;17;3; ;2;21;16;4;7;6;2; ;19;10;6; ;3;1;10;6;15;10; ;9;7;7;1
Buenos Aires;BOLIVAR;Estatal;Rural;40;40;40; ; ; ; ; ;25;30;15;6;14;16;30;18; ;1; ;22;19;2;3; ; ; ; ;2;1; ; ;38;2;1;1;7;30;2;1;15;38;3;12;1;21;10;9;10;9; ; ;1;5;1;19;4; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;38;38;38; ; ; ; ; ;28;28;10;8;17;22;29;22; ;3;4;31;19;13;9;2;2;5;7;5;6; ;2;34;4;1;2;17;15;4;3;28;28;17;16;8;18;8;12;13;11;1; ;1;7;5;25;23; ; ; ; ; 
Buenos Aires;BOLIVAR;Privado;Urbano;7;7;7; ; ; ; ; ;6;6;6;6;6;6;7;4; ;1; ;7; ; ; ;2;4;3;1;5;1; ; ; ;7;1;1;5; ;2;1;7;7;5;5;6; ;2;5;2; ; ;2; ;5;4;6;5;1;2;2;2;1
Buenos Aires;BRAGADO;Estatal;Rural;23;23;23; ;2; ; ; ;23;21;13;3;15;14;23;13; ;1;2;23;7;5;5;2;1;3;2;5;1; ;1;17;6;3; ;14;8;1;2;17;20;5;8;2;14;5;4;8;7; ; ;1;2;2;13;8; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;29;29;29; ; ; ; ; ;29;26;22;7;19;16;29;15; ;4;4;27;15;8;6;4;2;5;6;7;5; ;1;19;10;2;3;20;3;6;2;29;17;13;11;4;20;8;1;18;17; ; ;1;8;5;25;20; ; ; ; ; 
Buenos Aires;BRAGADO;Privado;Urbano;5;5;3; ;2; ; ; ;5;3;4;4;5;4;4;2; ;2;1;4; ;3;1;1;1;3;2;2;1; ;2;1;4;2; ;4; ; ; ;5;5;3;4;5; ; ;5;3; ;2;1; ;4;3;3;3; ;1;1;3; 
Buenos Aires;BRANDSEN;Estatal;Rural;29;29;27; ; ; ; ;2;18;20;8;2;8;13;21;9; ;2;1;18;7;4;4; ; ;2;1;2;2; ; ;17;2; ; ;5;11;2;1;18;12;8;8;3;11;8;10;15;12; ; ;3;5; ;20;9; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;21;21;20; ; ; ; ;1;17;20;12;2;13;11;14;4; ; ;1;14;5;10;9;3;2;7;5;3;2; ; ;13;3;4; ;5;2;4;1;13;6;7;5;1;15;1;5;10;9; ; ;1;7;1;20;13; ; ; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;10;10;10; ; ; ; ; ;8;6;7;3;4;3;8;4; ;1;1;9; ;2;2;1; ;1;1;1;1; ; ; ;9;1; ;5; ;3;1;9;7;3;6;2; ; ;10;4;4; ; ; ;3;3;4;2; ;2;3;2; 
Buenos Aires;CAMPANA;Estatal;Rural;18;18;17;1; ; ; ;1;12;15;6;4;10;12;15;7; ;2;3;16;6;5;6;3;4;5;5;6;3; ;1;17; ;1; ;3;15; ;1;16;8;4;4;5;7;7;4;5;4; ; ;1;4;2;15;7; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;73;73;73; ; ; ; ; ;57;58;35;9;29;31;68;20; ;6;10;60;16;17;17;3;3;7;11;9;4; ;2;57;5;7;1;35;13;8;7;62;37;24;24;10;28;23;22;29;26;1; ;2;20;14;60;39; ; ; ; ; 
Buenos Aires;CAMPANA;Privado;Urbano;36;36;36;7; ; ; ;1;30;33;25;23;27;18;36;17; ;9;6;34;9;6;9;3;7;9;7;4;4; ; ; ;36;9;1;28;5;4;11;35;35;16;23;8; ; ;36;17;4;2;8;3;12;8;22;11;2;5;4;5; 
Buenos Aires;CAÑUELAS;Estatal;Rural;25;25;25;1;1;1; ; ;16;18;5;5;6;9;20;10; ;1;2;18;6;4;5; ; ;2;3;1;2; ; ;21;1;1; ;6;13;2;1;16;17;2;7;2;9;7;9;11;10;1; ; ;10;1;10;6; ; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;54;54;54; ; ; ; ; ;39;41;14;9;25;31;42;20; ;6;2;42;19;15;14;2;2;12;14;7;10; ;4;38;8;7;1;30;8;4;4;42;23;17;10;6;25;11;18;19;18; ; ;1;15;8;41;23; ; ; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;17;17;17;1;2; ; ;1;16;14;12;11;15;14;17;10; ;4;3;16;4;1; ; ; ;2; ; ; ; ; ; ;17;5; ;10;6;2;3;17;14;5;13;12; ; ;17;9;5;2;1;1;12;10;11;5; ;2;1;1; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9;9;9; ; ; ; ; ;5;6;5;3;4;3;8;3; ; ; ;7;3;1;1; ;1; ;1;1; ; ; ;8;1;1; ;5;2;3; ;4;8;1;2; ;5;2;2;2;2; ; ; ;3; ;5;1; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;18;18;18; ; ; ; ; ;16;16;11;6;12;10;17;8; ;6;1;15;4;9;8;5;2;9;9;8;2; ;3;18; ; ;1;13;1;1;3;16;14;13;10;8;8;8;2;15;14;1; ; ;9;6;16;11; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;35;35;35; ; ; ; ; ;21;23;13;7;12;15;29;13; ;2;3;22;18;7;9;2;2;3;5;6;3; ;1;18;15;2;2;14;10;4;1;22;31;13;12;2;20;5;10;7;7; ; ; ;6; ;24;14; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;20;20;20; ; ; ; ; ;16;19;10;7;12;10;19;8; ;1;2;18;12;10;4;2;1;4;4;6;2; ;1;8;10;7;2;9;1; ;1;17;13;15;8;5;15;4;1;11;9;1; ;1;5;3;19;14; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;28;28;28; ;1; ; ; ;17;20;11;8;15;12;25;15; ;1;3;19;10;6;5;2;2;4;4;3;4; ; ;24;3;1;1;13;9;2;5;16;25;9;10;3;6;15;7;15;14; ; ;1;3;1;12;6; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;15;15;15; ; ; ; ; ;13;13;9;1;7;5;14;9; ; ;1;10;8;3;6;2; ;3;2;5;4; ; ;12;2;2;2;7; ;3;1;13;10;6;8;1;7;7;1;8;8; ; ; ;2; ;9;6; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;18;18;17; ; ; ;1; ;9;13;3;5;10;9;10;7; ; ; ;8;3;2;1; ;1;1; ;1;1; ; ;15;1;1; ;3;12; ; ;8;13;1;3;2;8;6;4;6;6; ; ; ;6; ;8;3; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;26;26;26; ; ; ; ; ;22;18;8;5;14;10;23;11; ;2;1;17;7;7;3;1;1;3;2;2;2; ;1;15;8;2;1;8;11;2;2;20;14;7;7;2;11;10;5;11;9;1; ;1;4;3;20;14; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Rural;17;17;15;1;2; ; ;1;8;11;5; ;3;4;13;7; ;1; ;11;1; ;1; ; ;1; ;1; ; ; ;17; ; ; ;2;10;5;1;6;17;1;4;1;11;4;2;4;4; ; ; ;2; ;6; ; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Urbano;8;8;8; ;1; ; ; ;7;6;2;2;2;3;7;5; ;2; ;6;2;2; ; ; ; ; ; ; ; ; ;7;1; ;1;3; ;4; ;8;8;2;3; ;4;1;3;6;6; ; ; ;1;1;5;3; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;32;31;31; ;2; ; ; ;24;19;9;9;16;15;23;13; ;4; ;18;11;7;7; ; ;6;5;4;3; ; ;24;3;1;1;9;14;3;4;19;24;10;11;3;11;10;10;9;7; ; ;2;8;2;17;10; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;50;45;45; ; ; ;1; ;30;31;8;9;20;17;31;19; ;9;1;40;18;7;14; ;3;7;3;3;7; ;1;39;4;2; ;35;5;5;4;37;28;18;21;6;24;13;10;19;15; ;1;3;9;6;37;23; ; ; ; ; 
Buenos Aires;CHACABUCO;Privado;Urbano;9;9;9; ; ; ; ; ;9;4;7;3;8;6;9;5; ;2;1;9; ;6;1; ;2;5;4;1;4; ;2; ;9;2; ;9; ;1;2;9;5;6;5;1;1; ;8;1; ;1; ; ;3;1;9;8;4;4;2;2; 
Buenos Aires;CHASCOMUS;Estatal;Rural;14;14;11;1;2; ; ;1;6;8;2; ;4;3;8;3; ; ; ;4;3;2;2; ; ;2;1;3;2; ; ;13; ; ; ;1;10;2; ;3;11;2;3;1;5;1;8;3;3; ; ; ;1; ;7;1; ; ; ; ; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;59;59;54; ;3; ; ;3;36;48;25;13;28;25;53;25; ;5;3;40;15;10;14;2;1;9;7;12;8; ;1;48;4;7;4;15;28;5;2;41;41;20;19;11;34;15;10;20;17;1; ;2;14;6;42;20; ; ; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;10;10;10; ; ; ; ; ;7;10;6;4;8;6;10;4; ;2; ;10;1;2;2; ;2;2;2;6;2; ; ; ;10;6; ;4;1; ;1;10;10;6;7;4; ; ;10;2;2; ; ; ;4;4;8;4; ;4;3;3; 
Buenos Aires;CHIVILCOY;Estatal;Rural;32;32;31; ; ; ;1; ;21;23;10;6;16;9;23;14; ;3;1;19;21;4;6;2;2;5;3;4;5; ; ;30;1;4; ;12;9;4;5;18;29;5;10;3;24;4;4;14;13; ; ;1;8;2;14;6; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;59;59;58; ; ; ;1; ;51;50;19;14;31;33;51;25; ;7;4;53;30;24;17;6;4;7;17;10;7; ;4;55;3;6;4;34;7;10;8;52;52;36;31;15;45;10;4;36;30;1;1;4;14;9;50;35; ; ; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;19;19;19; ; ; ; ; ;8;18;8;8;14;10;17;10; ;2;1;19; ;3;5;3;3;6;4;4;3; ;1; ;19;2; ;9;6;1;2;18;17;8;14;3; ; ;19;7;7; ; ; ;4;2;14;7;3;5;6;6;1
Buenos Aires;COLON;Estatal;Rural;13;13;13; ; ; ; ; ;6;9;5;2;7;4;10;3; ;1; ;9;3;2;2;1; ;2;2;2;2; ;1;10;1; ; ;2;8;2; ;9;9;4;4;2;2;7;4;2;2; ; ; ;3; ;7;4; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;21;21;21; ;2; ; ; ;19;20;10;9;13;14;20;13; ;2;2;19;8;10;8; ;2;5;6;5;2; ; ;15;5;1;1;8;4;5;3;19;15;11;12;6;8;11;2;15;11;2; ;2;8;6;19;13; ; ; ; ; 
Buenos Aires;COLON;Privado;Urbano;9;9;9; ; ; ; ; ;8;8;8;3;6;4;9;5; ; ; ;8;2;3;2; ; ;3;1; ;1; ; ; ;9;2; ;6; ;1;1;9;2;3;3;2; ; ;9;7;5;1;1; ;3;3;6;3; ;3;3;3; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;17;17;16; ; ;1; ; ;12;12;7;2;9;8;12;10; ;2;1;15;10;5;4; ;1;2;3;1;1; ;2;14;2;1;1;8;4;3; ;13;10;4;3;2;6;3;8;8;8; ; ; ;1;1;9;5; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;48;48;48;1; ; ; ; ;43;37;20;9;20;21;42;18; ;6;2;37;17;19;8;2;3;8;8;7;3; ; ;38;10;5;2;39; ;3;5;46;31;24;21;8;22;16;10;26;23;1;1;1;13;7;40;30; ; ; ; ; 
