provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuito;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;BERAZATEGUI;Privado;Urbano;102;96;95;10; ; ; ;1;84;87;72;38;87;75;93;54; ;17;7;93;21;21;23;10;8;28;20;22;15; ;5;6;90;46;14;57;6;6;13;96;57;39;51;67;2; ;94;37;22;5;10; ;70;66;58;35;3;27;25;25;3
Buenos Aires;BERISSO;Estatal;Urbano;57;57;57; ; ; ; ; ;50;45;16;11;30;35;44;29; ;11;4;48;18;23;11;2;3;15;19;5;9; ;6;49;3;4;6;25;3;13;4;48;37;29;22;17;38;9;10;29;24;1; ;4;15;10;48;33; ; ; ; ; 
Buenos Aires;BERISSO;Privado;Urbano;21;21;21; ; ; ; ; ;14;17;13;5;19;15;20;15; ;6;1;19;1;2;3;1;1;4;3;3;4; ;1; ;20;5; ;16; ;1;1;20;4;4;6;6;1; ;20;9;5; ;3;1;8;6;11;10; ;9;7;7;1
Buenos Aires;BOLIVAR;Estatal;Rural;39;39;39; ; ; ; ; ;29;30;15;7;22;25;27;23; ;4;1;22;19;5;4;1; ;2;4;5;4; ; ;1;4; ; ;1;3; ;1;3;5;2;2;1;18;13;8;9;8; ; ;1;2;1;17;5; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;38;38;38; ; ; ; ; ;30;28;13;9;23;23;30;23; ;5;2;31;19;16;10;3;4;12;12;6;11; ;3;15;12;4;2;14;4;5;2;23;17;14;11;4;18;7;13;10;7;1;1;1;8;6;27;21; ; ; ; ; 
Buenos Aires;BOLIVAR;Privado;Urbano;7;7;7; ; ; ; ; ;6;7;4;4;6;7;7;5; ;2; ;7; ; ;1;2;1;1;1;6;1; ; ; ;7;1;1;4;1;1;1;7;6;6;4;6; ;1;6; ; ; ; ; ;7;6;6;4;1;2;2;2;1
Buenos Aires;BRAGADO;Estatal;Rural;22;22;22; ; ; ; ; ;20;20;18;5;15;16;22;11; ;3; ;18;11;5;5;3;1;3;4;5; ; ;1;11;7;5; ;10;7; ;2;15;12;6;7;3;15;5;2;11;8; ; ;3;5;1;16;9; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;31;31;31; ; ; ; ; ;31;29;19;13;23;22;31;15; ;10;5;29;17;13;8;2;3;7;8;5;3; ;1;8;23;6;3;21;1;1;4;30;15;10;10;7;22;8;1;21;17;1; ;3;12;7;26;18; ; ; ; ; 
Buenos Aires;BRAGADO;Privado;Urbano;5;5;4; ;1; ; ; ;5;5;5;4;5;5;5;4; ;2;1;5; ;1;1; ;1;2;2; ;2; ;1; ;5;1;1;4; ; ; ;5;4;3;4;2; ; ;5;3; ;2;1; ;5;3;5;5;1;1;1;3; 
Buenos Aires;BRANDSEN;Estatal;Rural;29;29;28; ; ; ; ;1;22;23;13;7;18;15;20;17; ;3;1;23;11;6;6;2;3;4;4;5;3; ;1;4;1;1; ;2;1;1; ;4;2;2;4;1;15;6;8;7;4; ; ;3;6; ;19;5; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;21;21;20; ; ; ; ;1;17;18;11;1;10;9;16;8; ;1;2;15;6;10;6;2;1;4;3;2;2; ;1;7;3;8; ;2;2;1;1;9;1;6;1;1;14;2;5;6;5; ; ;1;7;2;17;13; ; ; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;10;10;10; ; ; ; ; ;9;5;7;1;5;5;10;4; ;2; ;9; ;2;1;1; ;2;2;1;1; ; ; ;9;2;2;4;1; ; ;9;5;3;5;2; ; ;10;5;5; ; ; ;2;2;5;2; ;2;3;2; 
Buenos Aires;CAMPANA;Estatal;Rural;18;18;17;1; ; ; ;1;14;17;6;2;10;13;16;9; ; ;3;16;7;4;7;3;2;5;5;5;5; ; ;5; ;1; ;2;2; ;1;4;4;2;2;1;8;6;4;5;3; ; ;2;5;2;16;10; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;73;73;73; ; ; ; ; ;63;62;32;10;40;42;70;26; ;8;10;60;23;26;23;1;2;12;14;12;6; ;3;41;10;6;4;36;1;7;2;50;31;23;19;5;27;25;21;29;22;1; ;6;14;10;54;40; ; ; ; ; 
Buenos Aires;CAMPANA;Privado;Urbano;38;38;38;6;1;1; ; ;33;35;29;21;31;23;38;18; ;10;1;37;10;8;9;4;6;9;9;7;5; ;2; ;38;11; ;32;3;1;8;38;36;17;25;13; ; ;38;19;7;3;8;1;10;6;19;12;2;5;4;5; 
Buenos Aires;CAÑUELAS;Estatal;Rural;26;26;26;1; ;1; ; ;20;17;13;5;13;9;18;12; ; ;2;18;9;5;5;3;1;4;4;4;2; ; ;6;2; ; ;1;5;1;1;8;5;2;5;2;9;8;9;9;8; ; ;1;8;1;14;6; ; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;51;51;51; ; ; ; ; ;42;40;19;9;33;29;45;28; ;7;1;43;24;13;11;1;2;12;9;6;5; ;2;27;12;8; ;24;7;5;4;39;20;14;12;7;26;11;14;22;16; ;1;5;13;7;33;21; ; ; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;18;15;15; ;1; ; ; ;15;12;11;7;14;11;15;12; ;4;1;13;3;1;2;1;1;2;1;2;1; ; ; ;15;3;4;4;3;3;1;15;12;4;12;8; ; ;15;10;3;5;2; ;8;6;7;2; ;1;1;1; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9;9;9; ; ; ; ; ;6;7;6;2;6;5;8;3; ; ; ;7;4; ; ; ; ; ; ; ; ; ; ;4;4;1; ;4;3;1; ;3;8;1;1; ;3;5;1;2;2; ; ; ;4;1;5; ; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;18;18;18; ; ; ; ; ;16;15;10;4;15;12;16;6; ;7;1;13;5;9;5;4; ;7;6;7;2; ;3;15;1;1;1;13; ;3; ;16;12;13;13;10;9;7;2;15;15; ; ; ;11;8;15;12; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;33;33;33; ; ; ; ; ;22;24;13;4;17;19;27;16; ;3; ;21;16;7;9;2;2;5;7;8;5; ;1;11;15;2;4;9;9;4; ;16;23;12;12; ;15;10;8;13;13; ; ; ;5;1;20;16; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;21;21;21; ; ; ; ; ;16;18;10;4;13;11;18;9; ;2;3;15;8;9;7;3;2;4;7;8;4; ;1;2;18;3;1;12;1;3;1;20;11;12;6;6;11;8;2;14;12;1; ;1;7;6;18;13; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;28;28;28; ; ; ; ; ;22;21;12;8;16;13;24;14; ;2;1;22;12;8;7;3;2;6;5;7;4; ; ;16;4;3;2;8;4;2;2;15;13;5;7;2;5;16;7;13;12; ; ;1;4;2;12;7; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;16;16;16; ; ; ; ; ;13;12;9;2;9;7;13;8; ; ;1;6;4;2;6;1; ;2;2;4;2; ; ;12;3;2;4;7; ;4; ;13;5;5;4;1;8;8; ;11;11; ; ; ;3; ;9;7; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;16;16;16; ; ; ; ; ;10;11;2;3;5;8;13;3; ; ; ;7;5;2;2; ;1;1;2;3;1; ; ; ;4; ; ;1;1; ;2;3;2; ; ; ;10;4;2;2;2; ; ; ;4; ;10;4; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;27;27;27; ; ; ; ; ;17;20;8;1;16;14;21;10; ;5;1;19;10;6;6;1;1;4;3; ;1; ;1;7;8;2;1;4;6;3; ;13;9;3;4;2;14;8;5;16;11; ; ;5;3;3;15;10; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Rural;16;15;14; ; ; ; ;1;10;10;7;5;4;4;13;11; ; ;1;10;3;3;3;1;2; ;2;2;3; ; ;4; ; ; ;2;1;1; ;2;4;2;1;1;13;1;2;2;2; ; ; ;2; ;7;1; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Urbano;8;8;8; ; ; ; ; ;7;6;3; ;3;5;7;4; ;1; ;6;2;2; ; ; ;1;1; ;1; ; ;4;3;1; ;4; ;1;1;6;5;2;5;3;4;1;3;3;3; ; ; ;3;3;4;3; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;30;24;24; ;1; ; ; ;19;17;6;5;13;15;19;11; ;6;1;19;10;9;9;6;1;8;7;6;6; ;3;10;2;2;1;3;7; ;1;10;9;6;7;6;6;10;11;5;5; ; ; ;12;3;15;3; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;51;40;40; ; ; ; ; ;28;26;6;9;26;20;29;20; ;4;1;30;16;10;10;1; ;8;4;4;4; ; ;29;5;6;2;19;3;6;4;33;24;17;21;6;19;13;10;12;9; ;1;2;10;5;26;21; ; ; ; ; 
Buenos Aires;CHACABUCO;Privado;Urbano;10;10;10; ; ; ; ; ;9;6;6;5;10;9;9;5; ;4;1;8; ;8;4;1;3;7;6;3;4; ;3; ;10;4; ;8; ; ;1;10;6;6;4;2;1; ;9;1; ;1; ; ;3;1;8;5;4;4;2;2; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;66;66;59;1;6; ; ;1;45;56;32;15;34;35;58;32; ;10;5;49;24;11;10;2;3;10;11;9;5; ;3;22;11;8;4;20;5;3;1;32;22;16;13;9;40;10;16;20;18; ; ;2;14;6;41;21; ; ; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;11;11;11; ; ; ; ; ;8;11;7;6;11;11;11;7; ;4; ;11; ;3;2; ;1;3;3;3;1; ;1; ;11;7; ;3;2; ; ;11;11;8;8;5; ; ;11;4;3; ;1; ;4;4;9;5; ;4;3;3; 
Buenos Aires;CHIVILCOY;Estatal;Rural;32;32;31; ; ; ; ;1;22;23;8;6;19;12;27;16; ;1;2;19;22;4;3; ; ;3;3;4;3; ; ;11;3;1; ;9;2;4; ;10;11;3;4; ;24;4;4;13;13; ; ; ;7;2;19;7; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;60;60;60; ; ; ; ; ;53;52;27;19;40;46;49;34; ;16;2;52;32;29;19;6;5;16;21;13;13; ;9;47;5;7;7;33;4;6;5;50;46;33;33;15;46;9;5;34;28;2; ;4;19;13;48;35; ; ; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;19;19;19; ; ; ; ; ;10;17;10;11;18;11;19;13; ;1; ;19;1;6;7;4;3;7;6;3;5; ;1; ;19;4; ;9;5;1;1;19;17;11;14;6; ; ;19;8;7; ;1; ;5;4;13;7;3;5;5;5;1
Buenos Aires;COLON;Estatal;Rural;11;11;11; ; ; ; ; ;4;8;3;2;7;5;9;3; ;2;1;7;3;2;1; ; ;1;1; ; ; ; ;3;3; ; ;5;1; ; ;4;6; ;1; ;1;8;2;3;2; ; ;1;4;1;7;4; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;21;21;21; ; ; ; ; ;20;18;10;6;15;17;20;14; ;5;2;18;10;11;7;2;2;7;8;5;6; ;3;10;7;1;2;8; ;5;4;17;11;11;9;7;6;14;1;15;13;1; ;1;7;6;16;13; ; ; ; ; 
Buenos Aires;COLON;Privado;Urbano;9;9;9; ; ; ; ; ;7;8;7;3;7;7;8;7; ; ; ;7;2;2;3;1; ; ;1;1;2; ; ; ;9;5; ;4; ;1; ;9;2;1;1;3; ; ;9;5;5; ; ; ;4;4;6;3; ;3;3;3; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;17;17;16; ; ;1; ; ;15;12;8;2;11;10;13;10; ;3;2;15;9;5;4;1; ;4;4;3;3; ;1;9;3;1;1;9;1; ; ;9;8;2;2; ;6;4;7;2;2; ; ; ;1;1;11;4; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;48;47;47; ; ;1; ; ;42;37;19;10;28;25;44;22; ;4;3;38;15;23;13;1;2;13;12;9;5; ; ;38;8;7;1;37; ;4;5;45;23;20;17;6;18;18;11;25;23; ; ;2;9;6;41;28; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;9;9;9; ; ; ; ; ;9;9;6;5;9;9;9;3; ;2;1;9; ;4;4; ; ;4;4;4;1; ;2; ;9;2; ;6; ;2;1;8;3;2;3;3; ; ;9;5;1;2; ;2;6;5;8;4; ;3;3;3; 
