provincia;departamento;sector;ambito;lactantes;deambulantes;s2;s3;s4;s5;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_1314;_snu;v_lactantes;v_deambulantes;v_s2;v_s3;v_s4;v_s5;v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;v_1314;v_snu;r_1;r_2;r_3;r_4;r_5;r_6;r_7;r_8;r_9;r_10;r_11;r_12;r_1314;s_lactantes;s_deambulantes;s_s2;s_s3;s_s4;s_s5;s_1;s_2;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_1314;_seclactantes;_secdeambu;_secs2;_secs3;_secs4;_secs5;_sec1;_sec2;_sec3;_sec4;_sec5;_sec6;_sec7;_sec8;_sec9;_sec10;_sec11;_sec12;_sec1314;multi_ini;multi_pri;multi_sec;multinivel
Buenos Aires;25 DE MAYO;Estatal;Rural; ; ;49;76;86;81;107;129;118;100;111;110;123;146;144;111;94;74; ; ; ; ;23;39;47;40;61;66;56;54;66;61;86;98;100;66;61;47; ; ;0;3;1;7;7;5;10;16;12;8;8;5; ; ; ; ; ; ;1; ;3;6;15;17;9;17;32;25;18;13;9; ;0;0;3;3;2;2;6;6;7;6;7;7;7;7;7;7;7;7;0;11;29; ;0
Buenos Aires;25 DE MAYO;Estatal;Urbano;45;78;252;334;357;346;286;354;336;300;338;327;366;394;352;279;233;199;17;839;20;44;131;168;182;172;135;173;175;130;174;156;171;186;169;130;104;87;15;157;0;23;13;16;17;28;50;67;60;43;27;8;0; ; ; ; ; ;1; ;25;28;23;35;43;88;131;116;83;54;21;4;7;6;13;13;13;14;15;15;15;15;17;18;16;16;15;13;13;12;1;15;5; ;0
Buenos Aires;25 DE MAYO;Privado;Urbano; ; ; ;126;141;127;148;155;160;147;141;135;150;123;119;113;104;109; ; ; ; ; ;68;82;71;62;71;83;75;79;66;62;54;62;50;47;37; ; ;0;3;3;3;0;2;3;8;5;6;3;2; ; ; ; ; ; ; ; ;3;3;5;1;3;4;12;8;10;6;6; ;0;0;0;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;0;0;0; ;0
Buenos Aires;9 DE JULIO;Estatal;Rural; ; ;40;134;95;107;111;145;122;121;134;129;119;133;83;90;75;65; ; ; ; ;19;65;42;61;49;68;69;59;68;74;50;65;36;47;35;25; ; ;0;10;6;5;3;2;6;15;10;12;6;6; ; ; ; ;4; ; ; ;10;8;7;7;9;21;42;16;34;22;19; ;0;0;2;4;2;3;5;3;4;3;3;6;9;8;6;7;6;6;0;16;36;2;0
Buenos Aires;9 DE JULIO;Estatal;Urbano; ; ;36;549;460;528;504;587;483;515;526;532;736;712;508;406;357;253;66;989; ; ;14;257;234;280;244;298;246;278;261;270;386;347;264;173;159;99;32;258;0;32;30;16;17;14;124;152;100;51;52;41;0; ; ; ;22;5; ;2;33;31;17;20;18;197;259;217;142;119;71;15;0;0;2;18;13;19;20;24;21;22;22;22;27;24;21;23;21;17;4;18;2;5;0
Buenos Aires;9 DE JULIO;Privado;Urbano; ; ; ;141;145;144;166;164;159;149;170;160;153;165;141;151;124;136; ; ; ; ; ;61;72;63;78;79;70;85;82;78;74;81;82;79;45;57; ; ;0;0;0;1;0;0;3;2;7;14;3;2; ; ; ; ; ; ;1; ; ;2;4;1;2;3;3;8;16;5;4; ;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;0;0;0; ;0
Buenos Aires;ADOLFO ALSINA;Estatal;Rural; ; ;27;40;36;52;32;41;42;40;46;42;38;32;27;31;29;20; ; ; ; ;13;20;17;28;21;22;22;23;23;17;19;18;12;18;15;4; ; ;0;4;0;3;2;2;8;6;4;2;1;1; ; ; ;4;2;2;3; ;4;1;4;6;7;8;9;5;5;4;2; ;0;0;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;0;9;13; ;0
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;4;3;109;162;153;156;145;165;144;134;180;156;198;213;190;108;70;280;16; ;4;2;54;74;85;79;74;94;76;67;93;81;117;129;105;68;37;142;15; ;0;8;4;3;3;7;12;32;22;7;4;7;0; ; ; ; ; ; ;1;9;6;13;26;20;34;70;58;28;30;41;5;0;0;6;5;2;5;7;7;8;6;9;9;9;9;9;5;4;16;1;12;3;1;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural; ; ;26;40;32;45;45;51;41;40;28;45;57;58;61;40;30;33;4; ; ; ;17;16;13;27;24;22;20;21;18;23;27;29;37;21;14;17;3; ;0;2;3;2;1;2;2;7;2;5;1;1;0; ; ; ; ; ; ;1;4;4;5;1;4;8;21;9;7;4;2;1;0;0;1;1;1;2;1;1;2;1;1;3;5;3;2;3;3;4;1;7;13;3;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano; ; ;91;125;119;113;89;116;96;108;93;91;75;80;65;68;56;43;9;236; ; ;36;64;62;59;54;57;49;48;46;52;49;50;44;34;30;23;9;33;0;2;4;5;3;3;16;21;13;14;5;1;0; ; ; ; ; ; ;2;4;5;6;6;3;32;46;44;40;37;17;2;0;0;5;5;5;6;5;6;5;5;6;6;4;4;4;4;4;4;1;4;0; ;0
