provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuito;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;25 DE MAYO;Estatal;Rural;50;50;47;1;1; ; ;2;41;11;12;4;33;30;29;22; ;11; ; ; ;8; ;1; ;7;7;7;4; ;2;12;11;3;1;14;5;5; ;14;11;8;7; ;35;9;6;13;11;1; ;1;8; ;27;16; ; ; ; ; 
Buenos Aires;25 DE MAYO;Estatal;Urbano;43;43;43; ; ; ; ; ;31;10;7;3;34;28;27;18; ;16; ; ; ;8;1; ;1;6;7;4;3; ;7;20;9;2; ;25; ;1;1;25;7;13;8; ;19;10;12;20;16;2; ;2;10; ;28;20; ; ; ; ; 
Buenos Aires;25 DE MAYO;Privado;Urbano;11;11;11; ; ; ; ; ;9;5;3; ;10;10;10; ; ; ; ; ; ;1;2;1; ;2;2;2; ; ; ;2;8;2; ;7; ; ;2;10; ;2;1; ; ; ;11;8;8; ; ; ;7; ;8;4; ;2;2;3; 
Buenos Aires;9 DE JULIO;Estatal;Rural;55;54;54; ; ; ; ; ;49;7;13;2;42;34;27;21; ;13; ; ; ;8; ;2; ;6;3;5;7; ;2;10;9;2;3;8;5;2;1;15;7;6;8; ;35;11;8;10;7; ; ;3;7; ;33;18; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;40;40;40; ; ; ; ; ;32;13;9;4;31;27;32;15; ;12; ; ; ;12;3;1;1;7;12;11;4; ;7;9;15;4;4;11;3;3; ;18;7;12;11; ;25;6;9;10;7; ; ;3;14; ;31;23; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;6;5;5; ; ; ; ; ;5;5;5;2;5;5;5;2; ;4; ; ; ;1;1;2;1;1;1;2; ; ;1;1;4; ;2;1;2; ; ;5;4;3;5; ; ; ;5;4;3;1; ; ;4; ;5;4; ;2;2;2; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;31;29;29; ; ; ; ; ;24;5;5; ;22;18;18;11; ;13; ; ; ;4;1;2; ;5;4;2;5; ;5;17;5;1;1;2;20; ; ;9;10;2;10; ;12;12;7;12;10;1; ;1;6; ;18;7; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;17;16;16; ; ; ; ; ;15;7;2;2;11;12;15;4; ;11; ; ; ;4;1; ;1;2;1;4; ; ;3;6;10;1; ;10;2;4; ;14;8;7;8; ;7;9; ;12;11;1; ; ;6; ;12;11; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;24;19;19; ; ; ; ; ;17;5;3;1;10;12;10;9; ;7; ; ; ;5;1; ; ;2;5; ;2; ;2;10; ; ;1;3;3;2;2;5;6;1;2; ;14;3;1;2;2; ; ; ;1; ;12;5; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;13;10;10; ; ; ; ; ;9;7;4; ;8;9;10;6; ;8; ; ; ;5;2;1; ;2;3;4;1; ;1;8;2;1; ;7; ;3; ;10;2;5;5; ;6;3;1;4;4; ; ; ;4; ;10;7; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Rural;18;18;18; ; ; ; ; ;17;4;2;1;14;13;10;3; ;5; ; ; ;4;2; ; ;2;2; ; ; ; ;5;3; ; ;1;7; ; ;6;2;2;3; ;5;9;3;12;12; ; ; ;4; ;9;6; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;10;9;9; ; ; ; ; ;7;5;4;1;8;7;7;3; ;4; ; ; ;4;2; ; ;4;3;2;1; ;2;2;7; ; ;7;2; ; ;8;2;3;3; ;3;4;2;7;6; ; ;1;2; ;7;5; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;231;229;229; ; ; ; ; ;193;63;44;16;153;170;153;73; ;76; ; ; ;47;14;3;3;33;34;17;12; ;11;56;8;17;8;25;3;5;6;53;13;10;13; ;116;61;50;90;77;1;1;11;68; ;201;132; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;181;147;147;3; ; ; ; ;139;95;63;13;138;137;131;72; ;53; ; ; ;19;10;5;3;21;16;14;8; ;12;4;111;58;26;34;3; ; ;114;14;18;48; ;4;1;117;81;65;5;2;9;104; ;85;56;1;46;45;52;2
Buenos Aires;ARRECIFES;Estatal;Rural;14;14;14; ; ; ; ; ;11;1;2; ;8;8;8; ; ;3; ; ; ;2;1; ; ;1;1;1; ; ; ;2;2;1;1;2; ; ; ;3;3;1;1; ;3;11; ;8;3;4; ;1;2; ;7;2; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;32;32;32; ; ; ; ; ;25;12;4;1;19;24;22;12; ;11; ; ; ;10;3;2; ;7;6;4;1; ;6;8;10;5;4;3;7;1;1;17;5;5;6; ;6;18;8;19;14;1;1;3;8; ;24;15; ; ; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;192;176;176; ; ; ; ;1;160;73;58;19;135;140;143;71; ;60; ; ; ;40;15;6;2;22;28;15;4; ;7;92;16;36;11;63;2;3;3;101;20;16;30; ;100;47;17;57;42;2;2;11;58; ;151;88; ; ; ; ; 
Buenos Aires;AVELLANEDA;Privado;Urbano;117;97;97; ; ; ; ;1;90;61;60;29;90;89;92;40; ;38; ; ; ;17;7;7;3;12;13;9;7; ;7;2;84;19;17;50;3;2;2;84;15;15;51; ; ; ;86;41;20;11;6;4;74; ;61;31;1;28;26;30;3
Buenos Aires;AYACUCHO;Estatal;Rural;42;41;24;5;16; ; ;1;35;4;1; ;26;27;11;16; ;5; ; ; ;5; ; ; ;4;4;2;2; ; ;7; ; ; ; ;7; ; ;3;2; ;3; ;14;22;5;3;2; ; ;1; ; ;26;9; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;24;24;23; ; ; ; ;1;22;12;7;2;21;21;18;11; ;8; ; ; ;8;3;1;1;6;5;3;4; ;2;9;3;6;2;1;2;2; ;12;7;5;6; ;10;9;4;9;5;1;1;2;4; ;18;12; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Rural;48;37;19;7;18; ; ; ;32;2;4;2;23;16;13;16; ;9; ; ; ;2; ; ; ;1;1; ;1; ; ;23; ; ; ;2;21; ; ;3;13;1;7; ;12;16;8;4;2;1; ;1;2; ;15;2; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;61;50;48; ;2; ; ; ;45;19;14;6;34;38;37;25; ;26; ; ; ;12;3; ;1;8;5;8;6; ;7;39; ;9;5;13;5;10;1;36;9;13;17; ;24;17;7;27;24; ; ;3;19; ;45;30; ; ; ; ; 
Buenos Aires;AZUL;Privado;Urbano;26;22;22; ; ; ; ; ;17;18;8;4;20;18;20;14; ;6; ; ; ;5;4;1; ;5;5;2;3; ;2;6;14;6;3;10;3;1; ;19;8;4;12; ;4;1;14;13;8;1; ;4;9; ;16;10;2;5;7;7; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;7;7;6; ; ; ; ;1;6;2;2; ;5;5;4;3; ;1; ; ; ;3;1;1; ;2;2;2;1; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ;5; ;1;2;2; ; ; ;1; ;5;2; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;205;201;201; ; ; ; ; ;187;85;45;17;169;170;181;97; ;74; ; ; ;76;28;11;4;63;63;50;31; ;25;40;73;20;12;70;6;7;3;105;26;50;30; ;109;48;40;105;91;5;2;7;53; ;172;127; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Privado;Urbano;81;77;77; ; ; ; ; ;68;57;40;32;74;71;72;40; ;29; ; ; ;14;9;9;5;13;13;18;8; ;5;2;69;13;10;41;3;5;4;68;22;27;41; ;1; ;70;52;36;7;4;5;42; ;62;37;2;23;16;19;4
Buenos Aires;BALCARCE;Estatal;Rural;38;36;35; ;1; ; ; ;32;3;6;1;23;24;23;11; ;17; ; ; ;2; ;1; ;4;1;3;1; ;1;21;2; ; ;2;21; ; ;14;9;2;3; ;23;7;3;15;14; ; ;1;5; ;18;3; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;43;41;40; ;1; ; ; ;35;20;11;5;32;32;33;18; ;17; ; ; ;11;3;4;2;8;12;9;3; ;9;28;1;4;2;17;5;3; ;27;8;11;8; ;24;7;11;33;29; ; ;4;10; ;37;18; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5;5;5;1; ; ; ; ;4;4;4;2;5;5;5;1; ;1; ; ; ;2;2;2;2;2;2;2;1; ;1; ;4; ;1; ;2; ;1;4;2;2;1; ; ; ;5;4;3;1; ; ;4; ;5;2;1;2;1;2; 
